FAMID,cbmom_1,cbmom_2,cbmom_3,cbmom_4,cbmom_5,cbdad_1,cbdad_2,cbdad_3,cbdad_4,cbdad_5,DID31_21,DID15_21,DID27_21,DID33_21,LDS01_21,LDS02_21,LDS03_21,LDS04_21,LDS05_21,LDS06_21,LDS07_21,LDS08_21,LDS09_21,LDS10_21,LDS11_21,LDS12_21,LDS13_21,LDS14_21,LDS15_21,PSS01R_21,PSS02_21,PSS03_21,PSS04R_21,SEX2,purpose_21,stress_21,lifesat_21,MEDUC2,MPEDUC2
2458,2,4,5,6,5,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA
2459,1,1,1,1,1,3,3,3,5,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,2,2,3,3,5,1,2
2462,2,1,0,3,1,3,2,0,3,3,4,4,4,4,4,4,3,4,4,5,5,4,4,5,5,2,4,4,4,4,4,4,3,2,4,3.75,4.066666667,3,4
2464,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2468,5,5,5,2,3,NA,NA,1,NA,5,1,3,1,1,2,2,4,3,4,1,2,3,2,2,4,4,4,3,3,3,2,3,2,2,1.5,2.5,2.866666667,2,NA
2470,3,1,1,3,NA,3,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2
2471,2,0,0,2,2,3,0,0,2,2,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,2,0,5,5,5,4,2,5,4.75,0.866666667,3,1
2474,0,2,0,0,0,0,0,1,0,0,5,5,4,5,5,5,4,3,3,5,4,3,5,5,5,4,4,3,3,3,3,3,2,1,4.75,2.75,4.066666667,3,NA
2475,2,1,1,1,2,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA
2476,0,0,0,0,NA,0,1,2,2,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,4,4,2,5,4.5,4.8,2,2
2477,1,2,1,3,0,0,1,0,2,0,4,4,4,4,4,4,5,4,2,4,5,5,5,5,2,4,4,5,4,4,5,4,3,2,4,4,4.133333333,3,2
2480,0,2,1,2,NA,0,0,0,2,NA,4,4,3,3,3,3,3,4,3,3,3,3,3,5,3,5,3,2,2,5,3,3,5,2,3.5,4,3.2,NA,NA
2482,5,3,3,3,4,0,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,5
2486,NA,3,NA,4,0,NA,2,NA,4,0,4,4,4,4,5,5,3,4,2,5,4,4,4,4,4,4,4,3,4,4,5,4,5,NA,4,4.5,3.933333333,3,3
2488,NA,1,0,1,1,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1
2496,NA,1,1,0,0,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,2
2497,NA,3,1,2,2,NA,2,2,4,4,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,3,4,5,2,2,4.75,3.5,4.733333333,4,4
2499,NA,0,1,2,2,NA,4,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,2,4,5,5,5,5,2,5,5,4.533333333,4,NA
2501,NA,0,3,4,0,NA,0,4,4,0,4,3,2,2,4,1,0,3,5,2,5,5,5,5,4,0,4,0,4,2,5,4,3,2,2.75,3.5,3.133333333,NA,NA
2503,NA,1,0,2,2,NA,1,1,5,4,4,5,3,3,5,5,4,5,3,4,4,5,4,2,5,2,4,1,4,3,4,4,4,2,3.75,3.75,3.8,4,6
2505,NA,0,0,2,2,NA,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1
2514,NA,2,1,3,3,NA,1,1,4,2,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,2,3.5,3,3.933333333,2,1
2518,NA,0,3,0,3,NA,NA,NA,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,NA
2519,NA,0,0,1,1,NA,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,3
2522,NA,6,6,4,6,NA,6,4,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,1,4,4.5,5,2,3
2524,NA,1,1,1,2,NA,3,0,1,2,3,4,3,4,4,5,2,2,5,4,3,4,4,5,4,4,4,2,5,2,4,4,4,2,3.5,3.5,3.8,3,3
2526,NA,3,NA,2,2,NA,NA,NA,2,2,4,4,4,5,3,3,5,3,2,3,4,3,5,4,2,4,2,3,2,4,5,4,4,2,4.25,4.25,3.2,3,NA
2527,NA,0,2,7,2,NA,3,1,0,0,3,5,1,1,2,1,0,5,0,2,3,4,3,5,1,4,2,1,5,3,2,3,2,1,2.5,2.5,2.533333333,3,3
2528,NA,1,0,2,4,NA,1,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,4
2530,NA,1,1,4,3,NA,3,1,2,6,4,4,3,4,5,5,3,3,3,5,4,5,5,5,5,5,5,1,5,5,5,4,5,2,3.75,4.75,4.266666667,4,1
2531,NA,0,0,0,0,NA,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,4.75,5,3,4
2532,NA,2,1,2,1,NA,4,4,4,1,4,4,5,4,4,4,5,5,5,3,5,4,5,5,5,5,5,5,4,4,5,5,5,2,4.25,4.75,4.6,3,5
2533,NA,6,3,0,1,NA,NA,NA,NA,1,3,3,4,3,4,4,4,4,4,4,4,2,5,4,4,5,5,3,4,4,4,4,4,1,3.25,4,4,3,NA
2538,NA,NA,0,0,2,NA,NA,0,0,2,4,4,2,4,5,5,2,2,5,5,4,5,3,4,5,0,5,1,4,3,4,3,2,1,3.5,3,3.666666667,3,2
2539,NA,NA,0,3,1,NA,NA,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,5
2549,NA,NA,1,1,1,NA,NA,1,1,1,5,5,4,4,5,5,3,3,5,5,5,5,5,5,5,5,5,2,5,4,5,4,4,1,4.5,4.25,4.533333333,3,3
2554,NA,NA,0,3,2,NA,NA,4,6,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,1,2.75,3.5,4,2,1
2563,NA,NA,1,1,1,NA,NA,0,0,1,5,2,5,4,4,4,3,4,3,4,4,4,3,4,3,4,4,2,3,5,5,3,4,1,4,4.25,3.533333333,3,3
2569,NA,NA,1,1,0,NA,NA,1,1,0,4,4,4,4,5,5,5,4,2,3,5,5,4,3,3,5,5,2,2,3,4,4,3,2,4,3.5,3.866666667,3,2
2570,NA,NA,0,3,2,NA,NA,0,2,2,4,2,4,4,2,2,2,2,5,5,3,2,3,1,3,3,3,2,4,3,3,2,3,1,3.5,2.75,2.8,3,NA
2572,NA,NA,2,NA,2,NA,NA,3,NA,4,4,4,3,4,4,4,0,4,5,5,3,5,4,0,4,4,2,1,5,2,3,3,2,1,3.75,2.5,3.333333333,4,1
2577,NA,NA,1,3,0,NA,NA,NA,NA,NA,4,3,1,2,4,4,4,2,3,2,4,2,4,5,5,2,5,2,2,3,4,3,3,2,2.5,3.25,3.333333333,3,2
2581,NA,NA,0,1,3,NA,NA,0,1,1,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,3.25,3.25,4,3,4
2583,NA,NA,NA,2,1,NA,NA,NA,6,7,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,5,1,5,3,4,6,NA
2588,NA,NA,NA,3,1,NA,NA,NA,3,2,2,3,2,2,2,3,3,3,4,5,4,3,2,3,3,3,4,5,4,3,3,3,3,1,2.25,3,3.4,3,2
2594,NA,NA,NA,4,1,NA,NA,NA,6,3,4,5,4,4,5,4,5,5,4,4,4,5,5,5,3,3,4,4,3,4,5,4,4,1,4.25,4.25,4.2,1,1
2595,NA,NA,NA,2,2,NA,NA,NA,0,1,4,3,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3.75,5,4.466666667,2,2
2597,NA,NA,NA,3,3,NA,NA,NA,0,1,2,2,2,2,4,4,0,2,2,5,4,4,3,4,4,4,3,2,3,2,3,2,2,2,2,2.25,3.2,3,NA
2598,NA,NA,NA,4,3,NA,NA,NA,5,2,4,4,4,4,5,5,0,5,5,5,5,5,5,5,4,4,5,1,5,4,5,5,5,2,4,4.75,4.266666667,2,2
2600,NA,NA,NA,1,4,NA,NA,NA,1,4,5,4,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,3,1,4.5,4,4.8,1,NA
2602,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA
2605,NA,NA,NA,4,2,NA,NA,NA,2,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,4.75,5,4.933333333,5,NA
2609,NA,NA,NA,3,3,NA,NA,NA,1,3,3,3,3,3,5,5,4,4,5,2,4,4,4,4,4,0,4,2,5,2,3,2,3,1,3,2.5,3.733333333,5,5
2612,NA,NA,NA,1,1,NA,NA,NA,0,1,4,4,4,4,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,2,4,5,4.8,3,NA
2614,NA,NA,NA,3,2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,6
2616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,5,5,0,5,4,4,4,4,5,5,5,0,4,0,4,4,4,3,4,NA,3.5,3.75,3.6,4,4
2622,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
2632,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,4
2638,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2
2639,NA,NA,NA,NA,0,NA,NA,NA,NA,0,3,4,3,3,4,4,2,2,3,4,2,2,2,2,2,5,4,2,4,3,4,3,2,1,3.25,3,2.933333333,3,NA
2640,NA,NA,NA,NA,2,NA,NA,NA,NA,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,NA
2643,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,2,2,3,5,5,0,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,4,2,2.5,2.75,2.933333333,3,3
2644,NA,NA,NA,NA,2,NA,NA,NA,NA,3,4,4,3,3,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,4,4,2,3.5,4.25,4.8,1,2
2645,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,4
2647,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2649,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,1
2652,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,5
2659,NA,NA,NA,NA,1,NA,NA,NA,NA,0,4,4,4,4,5,5,3,4,4,5,5,5,4,5,4,5,5,3,4,4,4,3,4,2,4,3.75,4.4,3,3
2660,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,2,1,3.5,3.75,3,4,2
2663,NA,NA,NA,NA,2,NA,NA,NA,NA,2,4,4,4,3,4,4,3,4,4,5,4,5,2,4,4,4,3,3,NA,2,4,4,3,2,3.75,3.25,3.785714286,3,2
2667,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1
2668,NA,NA,NA,NA,3,NA,NA,NA,NA,2,5,5,5,4,5,5,3,5,2,2,5,5,5,5,5,5,2,3,3,5,1,4,5,1,4.75,3.75,4,3,NA
2671,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,4
2673,NA,1,NA,NA,1,NA,0,NA,NA,NA,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,NA,3.5,4.5,4.933333333,NA,NA
2674,NA,1,0,0,0,NA,2,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,2
2700,1,4,2,NA,NA,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA
2704,NA,1,0,1,2,NA,2,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,5
2705,NA,1,2,0,0,NA,1,1,0,2,4,1,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,3,5,4.933333333,3,4
2706,NA,1,0,2,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA
2710,NA,NA,0,0,0,NA,NA,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,3
2711,NA,NA,1,1,2,NA,NA,2,1,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,2,4.75,4.25,4.933333333,3,2
2712,NA,NA,4,5,2,NA,NA,NA,3,2,2,3,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,1,2,2.5,5,2,NA
2714,NA,NA,NA,2,0,NA,NA,NA,1,0,3,3,2,3,4,4,3,4,5,4,4,5,3,5,5,5,5,3,4,4,4,4,3,2,2.75,3.75,4.2,2,1
2717,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,4,4,1,4,4.25,4.733333333,3,NA
2718,NA,NA,NA,NA,1,NA,NA,NA,NA,3,4,5,4,4,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,4,4,4,4,1,4.25,4,4.8,4,5
2719,NA,NA,NA,NA,2,NA,NA,NA,NA,0,1,1,1,1,2,1,3,3,4,4,5,4,3,4,4,4,4,2,2,3,5,3,1,2,1,3,3.266666667,3,NA
2726,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,2,3,4,4,4,5,4,2,1,3,3,2,2,4,3,2,4,2,3,4,4,3,2,3.25,3.5,3,6,NA
2800,NA,NA,1,2,0,NA,NA,5,1,0,3,3,3,3,5,5,3,3,4,5,3,5,5,4,5,5,4,4,3,3,3,3,3,1,3,3,4.2,NA,NA
